State,Hotel Name,Type,Amenities,Nearby Tourist Places
Delhi,"Taj Palace, New Delhi - 11",Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,"The Imperial, New Delhi - 12",Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,"Taj Mahal Hotel, New Delhi - 13",Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,"ITC Maurya, New Delhi - 14",Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Delhi,Oberoi New Delhi - 15,Business Hotel,"WiFi, Business Center, Gym, Meeting Rooms, Parking","India Gate, Red Fort, Qutub Minar, Humayun’s Tomb, Lotus Temple"
Ladakh,"Tara Palace Hotel, Leh",Heritage Hotel,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Leh Riverside Resort,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Shangri-La Leh Hotel,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Himalayan Retreat Leh,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,The Ladakh Grand Hotel,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Leh Horizon Resort,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Snowline Heritage Hotel,Heritage Hotel,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Monastery View Suites,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Zanskar Boutique Hotel,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Karzok Valley Resort,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,"Tara Palace Hotel, Leh - 1",Heritage Hotel,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Leh Riverside Resort - 2,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Shangri-La Leh Hotel - 3,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Himalayan Retreat Leh - 4,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,The Ladakh Grand Hotel - 5,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Leh Horizon Resort - 6,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Snowline Heritage Hotel - 7,Heritage Hotel,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Monastery View Suites - 8,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Zanskar Boutique Hotel - 9,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Karzok Valley Resort - 10,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,"Tara Palace Hotel, Leh - 11",Heritage Hotel,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Leh Riverside Resort - 12,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Shangri-La Leh Hotel - 13,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,Himalayan Retreat Leh - 14,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
Ladakh,The Ladakh Grand Hotel - 15,Hill Resort,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Shanti Stupa, Leh Palace, Thiksey Monastery, Pangong Lake, Magnetic Hill"
